date,state_territory,state,population_estimate,positive_increase,total_tests_viral,positive_cases_viral,total_test_encounters_viral,rate_of_new_cases,rate_of_pcr_tests,percent_positivity,new_case_moving_ave,pcr_test_moving_ave,percent_positivity_moving_ave
2020-03-08,Colorado,CO,5695564,0,NA,NA,NA,0,NA,NA,0.0702300948597898,NA,NA
2020-03-07,Colorado,CO,5695564,6,NA,NA,NA,0.1053451422896837,NA,NA,NA,NA,NA
2020-03-06,Colorado,CO,5695564,2,NA,NA,NA,0.03511504742989457,NA,NA,NA,NA,NA
2020-03-05,Colorado,CO,5695564,0,NA,NA,NA,0,NA,NA,NA,NA,NA
2020-08-31,Utah,UT,3161105,253,816876,52107,NA,8.003530411042973,NA,NA,NA,NA,NA
2020-08-30,Utah,UT,3161105,448,810646,51854,NA,14.172259383981233,NA,NA,NA,NA,NA
2020-08-29,Utah,UT,3161105,458,803709,51406,NA,14.48860445951653,NA,NA,NA,NA,NA
2020-08-28,Utah,UT,3161105,391,799476,50948,NA,12.36909245343005,NA,NA,12.39620774561879,NA,NA
2020-08-27,Utah,UT,3161105,383,792224,50557,NA,12.116016393001814,NA,NA,12.37813088415963,NA,NA
2020-08-26,Utah,UT,3161105,407,784285,50174,NA,12.875244574286524,NA,NA,11.713806225535508,NA,NA
2020-08-25,Utah,UT,3161105,403,775041,49767,NA,12.748706544072403,NA,NA,11.311596058069204,NA,NA
2020-08-24,Utah,UT,3161105,249,769530,49364,NA,7.876992380828855,NA,NA,11.636979564334082,NA,NA
2020-08-23,Utah,UT,3161105,301,766985,49115,NA,9.521986773612392,NA,NA,11.989478362787695,NA,NA
2020-08-22,Utah,UT,3161105,369,763337,48814,NA,11.673133287252401,NA,NA,11.795152102101728,NA,NA
2020-08-21,Utah,UT,3161105,463,759154,48445,NA,14.646776997284178,NA,NA,11.162461951031137,NA,NA
2020-08-20,Utah,UT,3161105,461,754227,47982,NA,14.58350798217712,NA,NA,11.130827443477608,NA,NA
2020-08-19,Utah,UT,3161105,364,746491,47521,NA,11.514960749484754,NA,NA,11.266403904421306,NA,NA
2020-08-18,Utah,UT,3161105,263,740867,47157,NA,8.319875486578269,NA,NA,11.15794273566635,NA,NA
2020-08-17,Utah,UT,3161105,242,734332,46894,NA,7.655550827954149,NA,NA,11.560152903132652,NA,NA
2020-08-16,Utah,UT,3161105,331,729590,46652,NA,10.471022000218278,NA,NA,10.98621255180433,NA,NA
2020-08-15,Utah,UT,3161105,345,724237,46321,NA,10.913905105967691,NA,NA,10.868712952319793,NA,NA
2020-08-14,Utah,UT,3161105,552,716883,45976,NA,17.462248169548307,NA,NA,11.316115273433995,NA,NA
2020-08-13,Utah,UT,3161105,334,709307,45424,NA,10.565925522878867,NA,NA,11.411018796094584,NA,NA
2020-08-12,Utah,UT,3161105,338,704270,45090,NA,10.692463553092985,NA,NA,11.61438348751013,NA,NA
2020-08-11,Utah,UT,3161105,362,700182,44752,NA,11.451691734377693,NA,NA,11.754479163818619,NA,NA
2020-08-10,Utah,UT,3161105,263,694668,44390,NA,8.319875486578269,NA,NA,11.338711350257947,NA,NA
2020-08-09,Utah,UT,3161105,376,689272,44127,NA,11.894574840127108,NA,NA,12.482072837549797,NA,NA
2020-08-08,Utah,UT,3161105,376,683550,43751,NA,11.894574840127108,NA,NA,12.857167712827362,NA,NA
2020-08-07,Utah,UT,3161105,460,673509,43375,NA,14.551873474623589,NA,NA,12.929475158664003,NA,NA
2020-08-06,Utah,UT,3161105,587,667936,42915,NA,18.56945593392184,NA,NA,13.340723756859887,NA,NA
2020-08-05,Utah,UT,3161105,421,660553,42328,NA,13.318127680035936,NA,NA,13.77908764724451,NA,NA
2020-08-04,Utah,UT,3161105,378,653315,41907,NA,11.957843855234167,NA,NA,14.3665856446672,NA,NA
2020-08-03,Utah,UT,3161105,354,647027,41529,NA,11.198615673949458,NA,NA,14.547354259258798,NA,NA
2020-08-02,Utah,UT,3161105,473,642368,41175,NA,14.963122072819473,NA,NA,14.163220953251654,NA,NA
2020-08-01,Utah,UT,3161105,506,637428,40702,NA,16.007060822085947,NA,NA,13.79264529333888,NA,NA
2020-07-31,Utah,UT,3161105,500,631309,40196,NA,15.81725377676477,NA,NA,14.099951938144596,NA,NA
2020-07-30,Utah,UT,3161105,502,624952,39696,NA,15.880522791871831,NA,NA,14.47052759805737,NA,NA
2020-07-29,Utah,UT,3161105,339,616512,39194,NA,10.724098060646513,NA,NA,13.914664108188207,NA,NA
2020-07-28,Utah,UT,3161105,446,613190,38855,NA,14.108990368874176,NA,NA,14.615142489730648,NA,NA
2020-07-27,Utah,UT,3161105,436,607008,38409,NA,13.792645293338879,NA,NA,16.255617667149394,NA,NA
2020-07-26,Utah,UT,3161105,350,600765,37973,NA,11.07207764373534,NA,NA,16.341482759080403,NA,NA
2020-07-25,Utah,UT,3161105,661,594012,37623,NA,20.910409492883026,NA,NA,17.36734464688772,NA,NA
2020-07-24,Utah,UT,3161105,863,585839,36962,NA,27.300580018695992,NA,NA,17.548113261479315,NA,NA
2020-07-23,Utah,UT,3161105,521,574216,36099,NA,16.48157843538889,NA,NA,17.426094446629985,NA,NA
2020-07-22,Utah,UT,3161105,566,569107,35578,NA,17.90513127529772,NA,NA,19.391953130313606,NA,NA
2020-07-21,Utah,UT,3161105,486,561500,35012,NA,15.374370671015358,NA,NA,19.839355451427814,NA,NA
2020-07-20,Utah,UT,3161105,409,553616,34526,NA,12.938513589393581,NA,NA,19.22474216181638,NA,NA
2020-07-19,Utah,UT,3161105,785,545296,34117,NA,24.83308842952069,NA,NA,21.181562414770422,NA,NA
2020-07-18,Utah,UT,3161105,760,536950,33332,NA,24.04222574068245,NA,NA,20.49012246395756,NA,NA
2020-07-17,Utah,UT,3161105,727,526288,32572,NA,22.998286991415977,NA,NA,20.318392280095544,NA,NA
2020-07-16,Utah,UT,3161105,954,516003,31845,NA,30.17932020606718,NA,NA,20.937524785071766,NA,NA
2020-07-15,Utah,UT,3161105,413,NA,30891,NA,13.065051619607702,NA,NA,20.232527188164536,NA,NA
2020-07-14,Utah,UT,3161105,448,NA,30478,NA,14.172259383981233,NA,NA,19.654067621471423,NA,NA
2020-07-13,Utah,UT,3161105,546,NA,30030,NA,17.27244112422713,NA,NA,20.286757772542014,NA,NA
2020-07-12,Utah,UT,3161105,629,NA,29484,NA,19.89810525117008,NA,NA,18.691474748771167,NA,NA
2020-07-11,Utah,UT,3161105,632,NA,28855,NA,19.99300877383067,NA,NA,20.087912296491258,NA,NA
2020-07-10,Utah,UT,3161105,867,NA,28223,NA,27.427118048910113,NA,NA,20.61214127880689,NA,NA
2020-07-09,Utah,UT,3161105,601,NA,27356,NA,19.012339039671254,NA,NA,20.481084033227983,NA,NA
2020-07-08,Utah,UT,3161105,722,NA,26755,NA,22.84011445364833,NA,NA,19.491375868338988,NA,NA
2020-07-07,Utah,UT,3161105,564,NA,26033,NA,17.841862260190663,NA,NA,19.690221344389744,NA,NA
2020-07-06,Utah,UT,3161105,517,NA,25469,NA,16.355040405174773,NA,NA,18.465513980531675,NA,NA
2020-07-05,Utah,UT,3161105,410,NA,24952,NA,12.970148096947112,NA,NA,18.253110858386545,NA,NA
2020-07-04,Utah,UT,3161105,676,NA,24542,NA,21.38492710618597,NA,NA,17.24532583203839,NA,NA
2020-07-03,Utah,UT,3161105,596,NA,23866,NA,18.854166501903606,NA,NA,17.1956144630257,NA,NA
2020-07-02,Utah,UT,3161105,554,NA,23270,NA,17.525517184655364,NA,NA,17.40801758517083,NA,NA
2020-07-01,Utah,UT,3161105,499,NA,22716,NA,15.78561926921124,NA,NA,17.688208937787802,NA,NA
2020-06-30,Utah,UT,3161105,553,NA,22217,NA,17.493882677101837,NA,NA,17.24532583203839,NA,NA
2020-06-29,Utah,UT,3161105,564,NA,21664,NA,17.841862260190663,NA,NA,17.606863061221585,NA,NA
2020-06-28,Utah,UT,3161105,472,NA,21100,NA,14.931487565265943,NA,NA,17.76955481435402,NA,NA
2020-06-27,Utah,UT,3161105,578,NA,20628,NA,18.284745365940076,NA,NA,17.701766583882172,NA,NA
2020-06-26,Utah,UT,3161105,676,NA,20050,NA,21.38492710618597,NA,NA,16.983211340880576,NA,NA
2020-06-25,Utah,UT,3161105,590,NA,19374,NA,18.664359456582428,NA,NA,16.44090549710578,NA,NA
2020-06-24,Utah,UT,3161105,484,NA,18784,NA,15.311101655908297,NA,NA,16.088406698652168,NA,NA
2020-06-23,Utah,UT,3161105,394,NA,18300,NA,12.46399597609064,NA,NA,16.382155697363512,NA,NA
2020-06-22,Utah,UT,3161105,444,NA,17906,NA,14.045721353767116,NA,NA,15.975426314532417,NA,NA
2020-06-21,Utah,UT,3161105,394,NA,17462,NA,12.46399597609064,NA,NA,15.546100854877375,NA,NA
2020-06-20,Utah,UT,3161105,643,NA,17068,NA,20.340988356919496,NA,NA,15.19812127178855,NA,NA
2020-06-19,Utah,UT,3161105,586,NA,16425,NA,18.53782142636831,NA,NA,14.904372273077204,NA,NA
2020-06-18,Utah,UT,3161105,495,NA,15839,NA,15.659081238997123,NA,NA,14.231009183723504,NA,NA
2020-06-17,Utah,UT,3161105,407,NA,15344,NA,12.875244574286524,NA,NA,13.950817831106528,NA,NA
2020-06-16,Utah,UT,3161105,329,NA,14937,NA,10.40775298511122,NA,NA,12.870725358921733,NA,NA
2020-06-15,Utah,UT,3161105,295,NA,14608,NA,9.332179728291214,NA,NA,11.69121014871156,NA,NA
2020-06-14,Utah,UT,3161105,332,NA,14313,NA,10.502656507771809,NA,NA,11.207654104679037,NA,NA
2020-06-13,Utah,UT,3161105,404,NA,13981,NA,12.780341051625934,NA,NA,10.746694137470465,NA,NA
2020-06-12,Utah,UT,3161105,325,NA,13577,NA,10.2812149548971,NA,NA,10.330926323909791,NA,NA
2020-06-11,Utah,UT,3161105,388,NA,13252,NA,12.274188930769462,NA,NA,10.154676924682983,NA,NA
2020-06-10,Utah,UT,3161105,305,NA,12864,NA,9.648524803826511,NA,NA,9.865447141336427,NA,NA
2020-06-09,Utah,UT,3161105,237,NA,12559,NA,7.497378290186502,NA,NA,10.507175723136598,NA,NA
2020-06-08,Utah,UT,3161105,256,NA,12322,NA,8.098433933703562,NA,NA,11.022366274722652,NA,NA
2020-06-07,Utah,UT,3161105,268,NA,12066,NA,8.478048024345917,NA,NA,10.696982768457774,NA,NA
2020-06-06,Utah,UT,3161105,546,NA,11798,NA,17.27244112422713,NA,NA,10.651790614809874,NA,NA
2020-06-05,Utah,UT,3161105,439,NA,11252,NA,13.88754881599947,NA,NA,10.498137292407018,NA,NA
2020-06-04,Utah,UT,3161105,316,NA,10813,NA,9.996504386915335,NA,NA,10.254099662708361,NA,NA
2020-06-03,Utah,UT,3161105,295,NA,10497,NA,9.332179728291214,NA,NA,10.236022801249202,NA,NA
2020-06-02,Utah,UT,3161105,203,NA,10202,NA,6.421805033366497,NA,NA,8.98420014520239,NA,NA
2020-06-01,Utah,UT,3161105,202,NA,9999,NA,6.390170525812967,NA,NA,8.550355470182556,NA,NA
2020-05-31,Utah,UT,3161105,264,NA,9797,NA,8.3515099941318,NA,NA,8.093914718338771,NA,NA
2020-05-30,Utah,UT,3161105,269,NA,9533,NA,8.509682531899447,NA,NA,7.149398707097676,NA,NA
2020-05-29,Utah,UT,3161105,343,NA,9264,NA,10.850636090860633,NA,NA,6.679400309159523,NA,NA
2020-05-28,Utah,UT,3161105,215,NA,8921,NA,6.801419124008852,NA,NA,6.349497587529858,NA,NA
2020-05-27,Utah,UT,3161105,86,NA,8706,NA,2.7205676496035407,NA,NA,5.752961159377586,NA,NA
2020-05-26,Utah,UT,3161105,99,NA,8620,NA,3.1318162477994247,NA,NA,5.454692945301451,NA,NA
2020-05-25,Utah,UT,3161105,129,NA,8521,NA,4.080851474405311,NA,NA,4.731618486935061,NA,NA
2020-05-24,Utah,UT,3161105,132,NA,8392,NA,4.1757549970659,NA,NA,4.5011385033307745,NA,NA
2020-05-23,Utah,UT,3161105,203,NA,8260,NA,6.421805033366497,NA,NA,4.980175331998508,NA,NA
2020-05-22,Utah,UT,3161105,183,NA,8057,NA,5.789114882295906,NA,NA,5.1383478697661555,NA,NA
2020-05-21,Utah,UT,3161105,164,NA,7874,NA,5.188059238778845,NA,NA,5.215174530967585,NA,NA
2020-05-20,Utah,UT,3161105,192,NA,7710,NA,6.073825450277671,NA,NA,5.386904714829602,NA,NA
2020-05-19,Utah,UT,3161105,134,NA,7384,NA,4.239024012172958,NA,NA,5.169982377319685,NA,NA
2020-05-18,Utah,UT,3161105,146,NA,7384,NA,4.6186381028153125,NA,NA,5.084117285388676,NA,NA
2020-05-17,Utah,UT,3161105,170,NA,7238,NA,5.377866284100022,NA,NA,4.9259447476210285,NA,NA
2020-05-16,Utah,UT,3161105,155,NA,7068,NA,4.9033486707970795,NA,NA,4.907867886161869,NA,NA
2020-05-15,Utah,UT,3161105,164,NA,6913,NA,5.188059238778845,NA,NA,4.6186381028153125,NA,NA
2020-05-14,Utah,UT,3161105,129,NA,6749,NA,4.080851474405311,NA,NA,4.460465565047665,NA,NA
2020-05-13,Utah,UT,3161105,188,NA,6620,NA,5.947287420063554,NA,NA,4.3610428270222865,NA,NA
2020-05-12,Utah,UT,3161105,70,NA,6432,NA,2.2144155287470677,NA,NA,4.492100072601195,NA,NA
2020-05-11,Utah,UT,3161105,111,NA,6362,NA,3.511430338441779,NA,NA,4.632195748909682,NA,NA
2020-05-10,Utah,UT,3161105,148,NA,6251,NA,4.681907117922372,NA,NA,4.632195748909682,NA,NA
2020-05-09,Utah,UT,3161105,184,NA,6103,NA,5.820749389849436,NA,NA,4.442388703588505,NA,NA
2020-05-08,Utah,UT,3161105,195,NA,5919,NA,6.168728972938261,NA,NA,4.722580056205481,NA,NA
2020-05-07,Utah,UT,3161105,129,NA,5724,NA,4.080851474405311,NA,NA,4.86267573251397,NA,NA
2020-05-06,Utah,UT,3161105,146,NA,5595,NA,4.6186381028153125,NA,NA,5.070559639294307,NA,NA
2020-05-05,Utah,UT,3161105,132,NA,5449,NA,4.1757549970659,NA,NA,4.930463962985819,NA,NA
2020-05-04,Utah,UT,3161105,142,NA,5317,NA,4.492100072601195,NA,NA,4.754214563759011,NA,NA
2020-05-03,Utah,UT,3161105,194,NA,5175,NA,6.137094465384731,NA,NA,4.9711369012689275,NA,NA
2020-05-02,Utah,UT,3161105,153,NA,4981,NA,4.84007965569002,NA,NA,4.998252193457668,NA,NA
2020-05-01,Utah,UT,3161105,156,NA,4828,NA,4.934983178350608,NA,NA,4.898829455432289,NA,NA
2020-04-30,Utah,UT,3161105,177,NA,4672,NA,5.599307836974729,NA,NA,4.754214563759011,NA,NA
2020-04-29,Utah,UT,3161105,152,NA,4495,NA,4.8084451481364905,NA,NA,4.6683494718280025,NA,NA
2020-04-28,Utah,UT,3161105,110,NA,4343,NA,3.4797958308882495,NA,NA,4.727099271570272,NA,NA
2020-04-27,Utah,UT,3161105,110,NA,4233,NA,3.4797958308882495,NA,NA,4.79036828667733,NA,NA
2020-04-26,Utah,UT,3161105,175,NA,4123,NA,5.53603882186767,NA,NA,4.745176133029431,NA,NA
2020-04-25,Utah,UT,3161105,166,NA,3948,NA,5.251328253885904,NA,NA,4.731618486935061,NA,NA
2020-04-24,Utah,UT,3161105,170,NA,3782,NA,5.377866284100022,NA,NA,4.609599672085733,NA,NA
2020-04-23,Utah,UT,3161105,167,NA,3612,NA,5.282962761439434,NA,NA,4.763252994488591,NA,NA
2020-04-22,Utah,UT,3161105,149,NA,3445,NA,4.7135416254759015,NA,NA,4.5960420259913635,NA,NA
2020-04-21,Utah,UT,3161105,83,NA,3296,NA,2.625664126942952,NA,NA,4.415273411399766,NA,NA
2020-04-20,Utah,UT,3161105,144,NA,3213,NA,4.555369087708254,NA,NA,4.198351073889849,NA,NA
2020-04-19,Utah,UT,3161105,138,NA,3069,NA,4.365562042387077,NA,NA,4.080851474405311,NA,NA
2020-04-18,Utah,UT,3161105,126,NA,2931,NA,3.985947951744722,NA,NA,3.994986382474302,NA,NA
2020-04-17,Utah,UT,3161105,122,NA,2805,NA,3.8594099215306037,NA,NA,3.8413330600714444,NA,NA
2020-04-16,Utah,UT,3161105,141,NA,2683,NA,4.460465565047666,NA,NA,3.4617189694290897,NA,NA
2020-04-15,Utah,UT,3161105,130,NA,2542,NA,4.112485981958841,NA,NA,3.2764311394727024,NA,NA
2020-04-14,Utah,UT,3161105,49,NA,2412,NA,1.5500908701229474,NA,NA,3.1770084014473237,NA,NA
2020-04-13,Utah,UT,3161105,60,NA,2363,NA,1.8980704532117725,NA,NA,3.195085262906484,NA,NA
2020-04-12,Utah,UT,3161105,97,NA,2303,NA,3.0685472326923655,NA,NA,3.1453738938937943,NA,NA
2020-04-11,Utah,UT,3161105,104,NA,2206,NA,3.2899887855670724,NA,NA,3.0459511558684156,NA,NA
2020-04-10,Utah,UT,3161105,126,NA,2102,NA,3.985947951744722,NA,NA,3.1092201709754748,NA,NA
2020-04-09,Utah,UT,3161105,130,NA,1976,NA,4.112485981958841,NA,NA,3.1544123246233737,NA,NA
2020-04-08,Utah,UT,3161105,108,NA,1846,NA,3.4165268157811903,NA,NA,3.5159495538065686,NA,NA
2020-04-07,Utah,UT,3161105,63,NA,1738,NA,1.992973975872361,NA,NA,3.868448352260184,NA,NA
2020-04-06,Utah,UT,3161105,70,NA,1675,NA,2.2144155287470677,NA,NA,4.07633225904052,NA,NA
2020-04-05,Utah,UT,3161105,177,NA,1605,NA,5.599307836974729,NA,NA,3.7690256142348053,NA,NA
2020-04-04,Utah,UT,3161105,182,NA,1428,NA,5.757480374742377,NA,NA,3.845852275436234,NA,NA
2020-04-03,Utah,UT,3161105,172,NA,1246,NA,5.441135299207081,NA,NA,3.927198152002453,NA,NA
2020-04-02,Utah,UT,3161105,62,NA,1074,NA,1.9613394683188317,NA,NA,4.004024813203882,NA,NA
2020-04-01,Utah,UT,3161105,125,NA,1012,NA,3.9543134441911927,NA,NA,3.732871891316486,NA,NA
2020-03-31,Utah,UT,3161105,81,NA,887,NA,2.562395111835893,NA,NA,3.4617189694290897,NA,NA
2020-03-30,Utah,UT,3161105,87,NA,806,NA,2.75220215715707,NA,NA,3.0369127251388357,NA,NA
2020-03-29,Utah,UT,3161105,117,NA,719,NA,3.7012373837629564,NA,NA,3.0097974329500956,NA,NA
2020-03-28,Utah,UT,3161105,122,NA,602,NA,3.8594099215306037,NA,NA,2.657298634496481,NA,NA
2020-03-27,Utah,UT,3161105,78,NA,480,NA,2.467491589175304,NA,NA,2.4810492352696736,NA,NA
2020-03-26,Utah,UT,3161105,56,NA,402,NA,1.7715324229976541,NA,NA,2.4313378662569844,NA,NA
2020-03-25,Utah,UT,3161105,47,NA,346,NA,1.4868218550158885,NA,NA,2.105954359992109,NA,NA
2020-03-24,Utah,UT,3161105,42,NA,299,NA,1.3286493172482405,NA,NA,1.6630712542426955,NA,NA
2020-03-23,Utah,UT,3161105,76,NA,257,NA,2.4042225740682452,NA,NA,1.4642257781919386,NA,NA
2020-03-22,Utah,UT,3161105,45,NA,181,NA,1.4235528399088293,NA,NA,1.2789379482355512,NA,NA
2020-03-21,Utah,UT,3161105,24,NA,136,NA,0.7592281812847089,NA,NA,1.1207654104679035,NA,NA
2020-03-20,Utah,UT,3161105,34,NA,112,NA,1.0755732568200043,NA,NA,0.9851889495242055,NA,NA
2020-03-19,Utah,UT,3161105,15,NA,78,NA,0.4745176133029431,NA,NA,0.6914399508128597,NA,NA
2020-03-18,Utah,UT,3161105,12,NA,63,NA,0.37961409064235446,NA,NA,0.5874979974226912,NA,NA
2020-03-17,Utah,UT,3161105,12,NA,51,NA,0.37961409064235446,NA,NA,0.47903682866773284,NA,NA
2020-03-16,Utah,UT,3161105,11,NA,39,NA,0.347979583088825,NA,NA,0.33442193699445494,NA,NA
2020-03-15,Utah,UT,3161105,22,NA,28,NA,0.69595916617765,NA,NA,0.2756721372521858,NA,NA
2020-03-14,Utah,UT,3161105,0,NA,6,NA,0,NA,NA,0.2214415528747066,NA,NA
2020-03-13,Utah,UT,3161105,2,NA,6,NA,0.06326901510705908,NA,NA,0.1717301838620173,NA,NA
2020-03-12,Utah,UT,3161105,2,NA,4,NA,0.06326901510705908,NA,NA,0.122018814849328,NA,NA
2020-03-11,Utah,UT,3161105,0,NA,2,NA,0,NA,NA,0.022596076823949447,NA,NA
2020-03-10,Utah,UT,3161105,1,NA,2,NA,0.03163450755352954,NA,NA,0.022596076823949447,NA,NA
2020-03-09,Utah,UT,3161105,0,NA,1,NA,0,NA,NA,NA,NA,NA
2020-03-08,Utah,UT,3161105,0,NA,1,NA,0,NA,NA,NA,NA,NA
2020-03-07,Utah,UT,3161105,0,NA,1,NA,0,NA,NA,NA,NA,NA
2020-08-31,Arizona,AZ,7171646,174,1202698,200104,NA,2.426221260781695,NA,NA,NA,NA,NA
2020-08-30,Arizona,AZ,7171646,374,1197728,199948,NA,5.2149813306457125,NA,NA,NA,NA,NA
2020-08-29,Arizona,AZ,7171646,629,1190668,199579,NA,8.770650419722333,NA,NA,NA,NA,NA
2020-08-28,Arizona,AZ,7171646,519,1182397,198978,NA,7.236832381297125,NA,NA,6.814534427860574,NA,NA
2020-08-27,Arizona,AZ,7171646,680,1173293,198504,NA,9.481784237537658,NA,NA,7.087434520411553,NA,NA
2020-08-26,Arizona,AZ,7171646,186,1165295,197844,NA,2.593546864973536,NA,NA,6.75676725498482,NA,NA
2020-08-25,Arizona,AZ,7171646,859,1160602,197671,NA,11.977724500065955,NA,NA,7.487820787584887,NA,NA
2020-08-24,Arizona,AZ,7171646,311,1155629,196821,NA,4.336521908638547,NA,NA,7.6870179354323165,NA,NA
2020-08-23,Arizona,AZ,7171646,208,1149287,196521,NA,2.9003104726585778,NA,NA,7.772672709006712,NA,NA
2020-08-22,Arizona,AZ,7171646,996,1142557,196318,NA,13.888025147922807,NA,NA,8.67105184579862,NA,NA
2020-08-21,Arizona,AZ,7171646,619,1126420,195331,NA,8.631212416229134,NA,NA,8.78260224859318,NA,NA
2020-08-20,Arizona,AZ,7171646,723,1116897,194734,NA,10.081367652558422,NA,NA,9.095341770713645,NA,NA
2020-08-19,Arizona,AZ,7171646,637,1109724,194042,NA,8.882200822516896,NA,NA,10.439922518683797,NA,NA
2020-08-18,Arizona,AZ,7171646,915,1102493,193416,NA,12.758577319627877,NA,NA,10.314428315539915,NA,NA
2020-08-17,Arizona,AZ,7171646,468,1096897,192514,NA,6.5256985634818,NA,NA,10.92795553091,NA,NA
2020-08-16,Arizona,AZ,7171646,883,1090499,192062,NA,12.312375708449634,NA,NA,12.178913619391858,NA,NA
2020-08-15,Arizona,AZ,7171646,933,1075748,191211,NA,13.00956572591564,NA,NA,12.316359651406584,NA,NA
2020-08-14,Arizona,AZ,7171646,927,1066146,190292,NA,12.92590292381972,NA,NA,12.9119591234704,NA,NA
2020-08-13,Arizona,AZ,7171646,1351,1056770,189386,NA,18.838074271931436,NA,NA,13.174899358629007,NA,NA
2020-08-12,Arizona,AZ,7171646,706,1042838,188053,NA,9.844323046619982,NA,NA,13.04143726957123,NA,NA
2020-08-11,Arizona,AZ,7171646,1214,1035900,187362,NA,16.927773624074586,NA,NA,13.282465818466619,NA,NA
2020-08-10,Arizona,AZ,7171646,600,1026888,186180,NA,8.366280209592052,NA,NA,14.236620156655809,NA,NA
2020-08-09,Arizona,AZ,7171646,816,1021233,185593,NA,11.37814108504519,NA,NA,14.421873504153918,NA,NA
2020-08-08,Arizona,AZ,7171646,1054,1015218,184804,NA,14.696765568183372,NA,NA,16.397909210800425,NA,NA
2020-08-07,Arizona,AZ,7171646,1406,1003583,183791,NA,19.60498329114404,NA,NA,15.987563086234717,NA,NA
2020-08-06,Arizona,AZ,7171646,1444,994625,182408,NA,20.134847704418206,NA,NA,16.844110821978663,NA,NA
2020-08-05,Arizona,AZ,7171646,1698,984332,180993,NA,23.676572993145506,NA,NA,18.136900311508484,NA,NA
2020-08-04,Arizona,AZ,7171646,1008,971244,137710,NA,14.055350752114647,NA,NA,21.997341036791674,NA,NA
2020-08-03,Arizona,AZ,7171646,1030,964418,137710,NA,14.362114359799689,NA,NA,25.59484152691626,NA,NA
2020-08-02,Arizona,AZ,7171646,1465,956428,137710,NA,20.427667511753928,NA,NA,27.74816269514697,NA,NA
2020-08-01,Arizona,AZ,7171646,2992,948650,137710,NA,41.7198506451657,NA,NA,29.025016412848995,NA,NA
2020-07-31,Arizona,AZ,7171646,3212,933743,137710,NA,44.78748672201611,NA,NA,31.214193067692246,NA,NA
2020-07-30,Arizona,AZ,7171646,2525,913266,137710,NA,35.20809588203321,NA,NA,32.773906735337626,NA,NA
2020-07-29,Arizona,AZ,7171646,2339,901429,137710,NA,32.61454901705968,NA,NA,33.785828246402566,NA,NA
2020-07-28,Arizona,AZ,7171646,2107,890931,137710,NA,29.379587336017423,NA,NA,35.275822912301344,NA,NA
2020-07-27,Arizona,AZ,7171646,1813,878333,137710,NA,25.280110033317317,NA,NA,35.56465877668011,NA,NA
2020-07-26,Arizona,AZ,7171646,1973,867103,137710,NA,27.51111808920853,NA,NA,35.18618419577,NA,NA
2020-07-25,Arizona,AZ,7171646,3740,857609,137710,NA,52.14981330645712,NA,NA,34.36349997516012,NA,NA
2020-07-24,Arizona,AZ,7171646,3357,836817,137710,NA,46.809337772667526,NA,NA,37.13831624467481,NA,NA
2020-07-23,Arizona,AZ,7171646,2335,822713,137710,NA,32.5587738156624,NA,NA,36.63235548914234,NA,NA
2020-07-22,Arizona,AZ,7171646,1926,813981,137710,NA,26.85575947279049,NA,NA,37.40125647983342,NA,NA
2020-07-21,Arizona,AZ,7171646,3500,807666,137710,NA,48.803301222620306,NA,NA,35.41326894431607,NA,NA
2020-07-20,Arizona,AZ,7171646,1559,793523,137710,NA,21.738384744590014,NA,NA,36.51482917191236,NA,NA
2020-07-19,Arizona,AZ,7171646,2359,785979,137710,NA,32.89342502404609,NA,NA,38.35541081802261,NA,NA
2020-07-18,Arizona,AZ,7171646,2742,771991,137710,NA,38.233900557835675,NA,NA,41.006724855871894,NA,NA
2020-07-17,Arizona,AZ,7171646,3910,764155,137710,NA,54.52025936584153,NA,NA,42.54651880873253,NA,NA
2020-07-16,Arizona,AZ,7171646,3259,748491,133838,NA,45.44284533843416,NA,NA,42.14414057008072,NA,NA
2020-07-15,Arizona,AZ,7171646,3257,735184,130576,NA,45.41495773773552,NA,NA,42.498711493249154,NA,NA
2020-07-14,Arizona,AZ,7171646,4273,721191,127345,NA,59.58185889264473,NA,NA,43.088335050877546,NA,NA
2020-07-13,Arizona,AZ,7171646,1357,701703,123101,NA,18.921737074027355,NA,NA,43.70783818068305,NA,NA
2020-07-12,Arizona,AZ,7171646,2537,695463,121758,NA,35.37542148622506,NA,NA,45.29743142050553,NA,NA
2020-07-11,Arizona,AZ,7171646,3038,683293,119233,NA,42.361265461234424,NA,NA,45.821319919344276,NA,NA
2020-07-10,Arizona,AZ,7171646,4221,668528,116209,NA,58.856781274480085,NA,NA,44.58629760269021,NA,NA
2020-07-09,Arizona,AZ,7171646,4057,652418,112028,NA,56.56999801719159,NA,NA,48.56028070224644,NA,NA
2020-07-08,Arizona,AZ,7171646,3520,640487,108031,NA,49.08217722960671,NA,NA,50.55026020924226,NA,NA
2020-07-07,Arizona,AZ,7171646,3653,628275,104572,NA,50.936702676066275,NA,NA,49.86701399212558,NA,NA
2020-07-06,Arizona,AZ,7171646,3352,617343,100943,NA,46.739618770920934,NA,NA,50.28931194556213,NA,NA
2020-07-05,Arizona,AZ,7171646,3536,603884,97611,NA,49.30527803519583,NA,NA,48.84712459514674,NA,NA
2020-07-04,Arizona,AZ,7171646,2695,589040,94085,NA,37.57854194141763,NA,NA,51.55022989143636,NA,NA
