date,state_territory,state,population_estimate,positive_increase,total_tests_viral,positive_cases_viral,total_test_encounters_viral,rate_of_new_cases,rate_of_pcr_tests,percent_positivity,new_case_moving_ave,pcr_test_moving_ave,percent_positivity_moving_ave
2020-05-10,New Mexico,NM,2095428,105,NA,4778,NA,5.0109094657511495,NA,NA,7.322063627505762,NA,NA
2020-05-09,New Mexico,NM,2095428,180,NA,4673,NA,8.590130512716257,NA,NA,7.076631327142439,NA,NA
2020-05-08,New Mexico,NM,2095428,202,NA,4493,NA,9.640035353159355,NA,NA,6.90619222966791,NA,NA
2020-05-07,New Mexico,NM,2095428,153,NA,4291,NA,7.301610935808818,NA,NA,7.131171838334289,NA,NA
2020-05-06,New Mexico,NM,2095428,107,NA,4138,NA,5.106355360336885,NA,NA,7.908374122818141,NA,NA
2020-05-05,New Mexico,NM,2095428,181,NA,4031,NA,8.637853460009126,NA,NA,7.37660413869761,NA,NA
2020-05-04,New Mexico,NM,2095428,118,NA,3850,NA,5.631307780558435,NA,NA,7.349333883101686,NA,NA
2020-05-03,New Mexico,NM,2095428,219,NA,3732,NA,10.451325457138113,NA,NA,7.935644378414066,NA,NA
2020-05-02,New Mexico,NM,2095428,102,NA,3513,NA,4.867740623872545,NA,NA,8.235617189969236,NA,NA
2020-05-01,New Mexico,NM,2095428,198,NA,3411,NA,9.449143563987883,NA,NA,7.662941822454819,NA,NA
2020-04-30,New Mexico,NM,2095428,239,NA,3213,NA,11.405784402995474,NA,NA,7.3084284997078,NA,NA
2020-04-29,New Mexico,NM,2095428,151,NA,2974,NA,7.206165041223081,NA,NA,6.763023387789306,NA,NA
2020-04-28,New Mexico,NM,2095428,97,NA,NA,NA,4.629125887408205,NA,NA,7.035725943748552,NA,NA
2020-04-27,New Mexico,NM,2095428,66,NA,NA,NA,3.1497145213292943,NA,NA,6.838016590678099,NA,NA
2020-04-26,New Mexico,NM,2095428,139,NA,NA,NA,6.633489673708665,NA,NA,6.149442636881003,NA,NA
2020-04-25,New Mexico,NM,2095428,142,NA,NA,NA,6.776658515587269,NA,NA,5.808564441931944,NA,NA
2020-04-24,New Mexico,NM,2095428,169,NA,NA,NA,8.065178092494708,NA,NA,6.006273795002398,NA,NA
2020-04-23,New Mexico,NM,2095428,138,NA,NA,NA,6.585766726415796,NA,NA,5.876740080921756,NA,NA
2020-04-22,New Mexico,NM,2095428,101,NA,NA,NA,4.820017676579678,NA,NA,5.522226758174736,NA,NA
2020-04-21,New Mexico,NM,2095428,126,NA,NA,NA,6.01309135890138,NA,NA,5.331334969003264,NA,NA
2020-04-20,New Mexico,NM,2095428,47,NA,NA,NA,2.2429785227648003,NA,NA,4.949551390660319,NA,NA
2020-04-19,New Mexico,NM,2095428,87,NA,NA,NA,4.151896414479524,NA,NA,4.533679992822469,NA,NA
2020-04-18,New Mexico,NM,2095428,114,NA,NA,NA,5.4404159913869625,NA,NA,4.267795000762203,NA,NA
2020-04-17,New Mexico,NM,2095428,113,NA,NA,NA,5.392693044094095,NA,NA,4.090538339388693,NA,NA
2020-04-16,New Mexico,NM,2095428,77,NA,NA,NA,3.674666941550843,NA,NA,4.254159872964241,NA,NA
2020-04-15,New Mexico,NM,2095428,62,NA,NA,NA,2.9588227321578215,NA,NA,4.226889617368316,NA,NA
2020-04-14,New Mexico,NM,2095428,100,NA,NA,NA,4.772294729286809,NA,NA,3.449687332884465,NA,NA
2020-04-13,New Mexico,NM,2095428,71,NA,NA,NA,3.3883292577936346,NA,NA,4.220072053469336,NA,NA
2020-04-12,New Mexico,NM,2095428,83,NA,NA,NA,3.9610046253080515,NA,NA,4.179166670075448,NA,NA
2020-04-11,New Mexico,NM,2095428,0,NA,NA,NA,0,NA,NA,4.492774609428581,NA,NA
2020-04-10,New Mexico,NM,2095428,226,NA,NA,NA,10.78538608818819,NA,NA,4.233707181267298,NA,NA
2020-04-09,New Mexico,NM,2095428,71,NA,NA,NA,3.3883292577936346,NA,NA,4.301882820257108,NA,NA
2020-04-08,New Mexico,NM,2095428,108,NA,NA,NA,5.154078307629754,NA,NA,4.063268083792769,NA,NA
2020-04-07,New Mexico,NM,2095428,62,NA,NA,NA,2.9588227321578215,NA,NA,4.6904839624990355,NA,NA
2020-04-06,New Mexico,NM,2095428,81,NA,NA,NA,3.865558730722315,NA,NA,3.42241707728854,NA,NA
2020-04-05,New Mexico,NM,2095428,48,NA,NA,NA,2.290701470057668,NA,NA,3.265613107611973,NA,NA
2020-04-04,New Mexico,NM,2095428,92,NA,NA,NA,4.390511150943865,NA,NA,2.761113379087368,NA,NA
2020-04-03,New Mexico,NM,2095428,40,NA,NA,NA,1.9089178917147238,NA,NA,2.6383972289057067,NA,NA
2020-04-02,New Mexico,NM,2095428,48,NA,NA,NA,2.290701470057668,NA,NA,2.086174553088233,NA,NA
2020-04-01,New Mexico,NM,2095428,34,NA,NA,NA,1.6225802079575153,NA,NA,2.072539425290271,NA,NA
2020-03-31,New Mexico,NM,2095428,44,NA,NA,NA,2.099809680886196,NA,NA,1.8202895610279681,NA,NA
2020-03-30,New Mexico,NM,2095428,0,NA,NA,NA,0,NA,NA,1.7112085386442697,NA,NA
2020-03-29,New Mexico,NM,2095428,46,NA,NA,NA,2.1952555754719323,NA,NA,1.4657762382809483,NA,NA
2020-03-28,New Mexico,NM,2095428,55,NA,NA,NA,2.624762101107745,NA,NA,1.3498776519982683,NA,NA
2020-03-27,New Mexico,NM,2095428,24,NA,NA,NA,1.145350735028834,NA,NA,1.1726209906247582,NA,NA
2020-03-26,New Mexico,NM,2095428,12,NA,NA,NA,0.572675367514417,NA,NA,1.2271615018166078,NA,NA
2020-03-25,New Mexico,NM,2095428,17,NA,NA,NA,0.8112901039787577,NA,NA,0.9135535624634744,NA,NA
2020-03-24,New Mexico,NM,2095428,18,NA,NA,NA,0.8590130512716256,NA,NA,0.6340334426052471,NA,NA
2020-03-23,New Mexico,NM,2095428,8,NA,NA,NA,0.38178357834294474,NA,NA,0.5249524202215486,NA,NA
2020-03-22,New Mexico,NM,2095428,0,NA,NA,NA,0,NA,NA,0.49086460072664284,NA,NA
2020-03-21,New Mexico,NM,2095428,14,NA,NA,NA,0.6681212621001533,NA,NA,0.4090538339388689,NA,NA
2020-03-20,New Mexico,NM,2095428,8,NA,NA,NA,0.38178357834294474,NA,NA,0.3272430671510951,NA,NA
2020-03-19,New Mexico,NM,2095428,7,NA,NA,NA,0.33406063105007666,NA,NA,0.29997281155517047,NA,NA
2020-03-18,New Mexico,NM,2095428,5,NA,NA,NA,0.23861473646434048,NA,NA,0.3204255032521139,NA,NA
2020-03-17,New Mexico,NM,2095428,6,NA,NA,NA,0.2863376837572085,NA,NA,0.22497960866637773,NA,NA
2020-03-16,New Mexico,NM,2095428,4,NA,NA,NA,0.19089178917147237,NA,NA,0.20452691696943423,NA,NA
2020-03-15,New Mexico,NM,2095428,3,NA,NA,NA,0.14316884187860426,NA,NA,0.17043909747452846,NA,NA
2020-03-14,New Mexico,NM,2095428,0,NA,NA,NA,0,NA,NA,0.15680396967656615,NA,NA
2020-03-13,New Mexico,NM,2095428,5,NA,NA,NA,0.23861473646434048,NA,NA,0.11589858628267923,NA,NA
2020-03-12,New Mexico,NM,2095428,2,NA,NA,NA,0.09544589458573619,NA,NA,0.08862833068675459,NA,NA
2020-03-11,New Mexico,NM,2095428,3,NA,NA,NA,0.14316884187860426,NA,NA,0.06817563898981113,NA,NA
2020-03-10,New Mexico,NM,2095428,0,NA,NA,NA,0,NA,NA,0.06817563898981113,NA,NA
2020-03-09,New Mexico,NM,2095428,0,NA,NA,NA,0,NA,NA,0.034087819494905344,NA,NA
2020-03-08,New Mexico,NM,2095428,0,NA,NA,NA,0,NA,NA,NA,NA,NA
2020-03-07,New Mexico,NM,2095428,0,NA,NA,NA,0,NA,NA,NA,NA,NA
2020-03-06,New Mexico,NM,2095428,0,NA,NA,NA,0,NA,NA,NA,NA,NA
2020-08-31,Nebraska,NE,1929268,293,NA,34046,NA,15.18710723445369,NA,NA,NA,NA,NA
2020-08-30,Nebraska,NE,1929268,317,NA,33753,NA,16.431102366286073,NA,NA,NA,NA,NA
2020-08-29,Nebraska,NE,1929268,335,NA,33436,NA,17.364098715160363,NA,NA,NA,NA,NA
2020-08-28,Nebraska,NE,1929268,374,NA,33101,NA,19.385590804387984,NA,NA,15.972008924776503,NA,NA
2020-08-27,Nebraska,NE,1929268,379,NA,32727,NA,19.644756456853067,NA,NA,14.609538066102939,NA,NA
2020-08-26,Nebraska,NE,1929268,301,NA,32348,NA,15.601772278397817,NA,NA,13.402566598908424,NA,NA
2020-08-25,Nebraska,NE,1929268,158,NA,32047,NA,8.189634617896528,NA,NA,12.980496822036722,NA,NA
2020-08-24,Nebraska,NE,1929268,109,NA,31889,NA,5.649811223738744,NA,NA,12.491784448816857,NA,NA
2020-08-23,Nebraska,NE,1929268,154,NA,31780,NA,7.982302095924465,NA,NA,11.277408248694767,NA,NA
2020-08-22,Nebraska,NE,1929268,278,NA,31626,NA,14.40961027705845,NA,NA,10.988623664519393,NA,NA
2020-08-21,Nebraska,NE,1929268,308,NA,31348,NA,15.96460419184893,NA,NA,11.232979851129326,NA,NA
2020-08-20,Nebraska,NE,1929268,215,NA,31040,NA,11.144123055998442,NA,NA,11.395883975535948,NA,NA
2020-08-19,Nebraska,NE,1929268,262,NA,30825,NA,13.580280189170194,NA,NA,12.128952535365745,NA,NA
2020-08-18,Nebraska,NE,1929268,191,NA,30563,NA,9.900127924166057,NA,NA,12.49918918174443,NA,NA
2020-08-17,Nebraska,NE,1929268,131,NA,30372,NA,6.790140094585097,NA,NA,13.298900337922392,NA,NA
2020-08-16,Nebraska,NE,1929268,253,NA,30241,NA,13.11378201473305,NA,NA,13.29149560499482,NA,NA
2020-08-15,Nebraska,NE,1929268,328,NA,29988,NA,17.00126680170925,NA,NA,13.824636375780127,NA,NA
2020-08-14,Nebraska,NE,1929268,416,NA,29660,NA,21.56258228509466,NA,NA,14.365181879493008,NA,NA
2020-08-13,Nebraska,NE,1929268,214,NA,29244,NA,11.092289925505424,NA,NA,14.779846923437136,NA,NA
2020-08-12,Nebraska,NE,1929268,334,NA,29030,NA,17.312265584667347,NA,NA,13.950516835548878,NA,NA
2020-08-11,Nebraska,NE,1929268,264,NA,28696,NA,13.683946450156226,NA,NA,13.617303853808062,NA,NA
2020-08-10,Nebraska,NE,1929268,187,NA,28432,NA,9.692795402193992,NA,NA,12.99530628789187,NA,NA
2020-08-09,Nebraska,NE,1929268,141,NA,28245,NA,7.3084713995152555,NA,NA,13.71356538186652,NA,NA
2020-08-08,Nebraska,NE,1929268,283,NA,28104,NA,14.66877592952353,NA,NA,12.884235293978264,NA,NA
2020-08-07,Nebraska,NE,1929268,332,NA,27821,NA,17.208599323681312,NA,NA,12.810187964702525,NA,NA
2020-08-06,Nebraska,NE,1929268,311,NA,27489,NA,16.120103583327975,NA,NA,13.728374847721666,NA,NA
2020-08-05,Nebraska,NE,1929268,222,NA,27178,NA,11.506954969449554,NA,NA,14.017159431897042,NA,NA
2020-08-04,Nebraska,NE,1929268,254,NA,26956,NA,13.165615145226067,NA,NA,15.216726166163983,NA,NA
2020-08-03,Nebraska,NE,1929268,311,NA,26702,NA,16.120103583327975,NA,NA,15.305582961294869,NA,NA
2020-08-02,Nebraska,NE,1929268,180,NA,26391,NA,9.32996348874288,NA,NA,14.964965246626477,NA,NA
2020-08-01,Nebraska,NE,1929268,445,NA,26211,NA,23.065743069392123,NA,NA,15.231535632019131,NA,NA
2020-07-31,Nebraska,NE,1929268,344,NA,25766,NA,17.830596889597505,NA,NA,15.431463421063622,NA,NA
2020-07-30,Nebraska,NE,1929268,265,NA,25422,NA,13.73577958064924,NA,NA,14.779846923437134,NA,NA
2020-07-29,Nebraska,NE,1929268,258,NA,25157,NA,13.372947667198128,NA,NA,15.083440973467658,NA,NA
2020-07-28,Nebraska,NE,1929268,281,NA,24899,NA,14.565109668537497,NA,NA,14.424419742913596,NA,NA
2020-07-27,Nebraska,NE,1929268,223,NA,24618,NA,11.55878809994257,NA,NA,14.33556294778271,NA,NA
2020-07-26,Nebraska,NE,1929268,221,NA,24395,NA,11.455121838956536,NA,NA,14.565109668537497,NA,NA
2020-07-25,Nebraska,NE,1929268,356,NA,24174,NA,18.452594455513697,NA,NA,15.194511967381262,NA,NA
2020-07-24,Nebraska,NE,1929268,332,NA,23818,NA,17.208599323681312,NA,NA,15.068631507612508,NA,NA
2020-07-23,Nebraska,NE,1929268,296,NA,23486,NA,15.342606625932737,NA,NA,14.172658823376091,NA,NA
2020-07-22,Nebraska,NE,1929268,343,NA,23190,NA,17.77876375910449,NA,NA,13.424780797691144,NA,NA
2020-07-21,Nebraska,NE,1929268,264,NA,22847,NA,13.683946450156226,NA,NA,12.469570250034137,NA,NA
2020-07-20,Nebraska,NE,1929268,102,NA,22583,NA,5.286979310287633,NA,NA,11.158932521853588,NA,NA
2020-07-19,Nebraska,NE,1929268,120,NA,22481,NA,6.21997565916192,NA,NA,10.907171602316081,NA,NA
2020-07-18,Nebraska,NE,1929268,227,NA,22361,NA,11.766120621914633,NA,NA,10.722053279126738,NA,NA
2020-07-17,Nebraska,NE,1929268,155,NA,22134,NA,8.03413522641748,NA,NA,10.448078160806512,NA,NA
2020-07-16,Nebraska,NE,1929268,262,NA,21979,NA,13.580280189170194,NA,NA,10.981218931591817,NA,NA
2020-07-15,Nebraska,NE,1929268,318,NA,21717,NA,16.48293549677909,NA,NA,11.729096957276765,NA,NA
2020-07-14,Nebraska,NE,1929268,227,NA,21399,NA,11.766120621914633,NA,NA,11.188551453563884,NA,NA
2020-07-13,Nebraska,NE,1929268,174,NA,21172,NA,9.018964705784784,NA,NA,11.506954969449552,NA,NA
2020-07-12,Nebraska,NE,1929268,221,NA,20998,NA,11.455121838956536,NA,NA,11.22557511820175,NA,NA
2020-07-11,Nebraska,NE,1929268,154,NA,20777,NA,7.982302095924465,NA,NA,10.018603651007236,NA,NA
2020-07-10,Nebraska,NE,1929268,198,NA,20623,NA,10.262959837617169,NA,NA,9.204083028974127,NA,NA
2020-07-09,Nebraska,NE,1929268,224,NA,20425,NA,11.610621230435585,NA,NA,8.67094225818882,NA,NA
2020-07-08,Nebraska,NE,1929268,155,NA,20201,NA,8.03413522641748,NA,NA,8.27108668009984,NA,NA
2020-07-07,Nebraska,NE,1929268,117,NA,20046,NA,6.064476267682872,NA,NA,8.67094225818882,NA,NA
2020-07-06,Nebraska,NE,1929268,102,NA,19929,NA,5.286979310287633,NA,NA,8.256277214244692,NA,NA
2020-07-05,Nebraska,NE,1929268,167,NA,19827,NA,8.656132792333674,NA,NA,7.582446517835484,NA,NA
2020-07-04,Nebraska,NE,1929268,208,NA,19660,NA,10.78129114254733,NA,NA,7.43435185928401,NA,NA
2020-07-03,Nebraska,NE,1929268,142,NA,19452,NA,7.360304530008273,NA,NA,7.6268749154009265,NA,NA
2020-07-02,Nebraska,NE,1929268,133,NA,19310,NA,6.893806355571128,NA,NA,7.789779039807549,NA,NA
2020-07-01,Nebraska,NE,1929268,135,NA,19177,NA,6.997472616557161,NA,NA,8.41177660572374,NA,NA
2020-06-30,Nebraska,NE,1929268,143,NA,19042,NA,7.412137660501289,NA,NA,8.189634617896528,NA,NA
2020-06-29,Nebraska,NE,1929268,124,NA,18899,NA,6.427308181133985,NA,NA,8.063754158127775,NA,NA
2020-06-28,Nebraska,NE,1929268,251,NA,18775,NA,13.010115753747016,NA,NA,8.03413522641748,NA,NA
2020-06-27,Nebraska,NE,1929268,178,NA,18524,NA,9.226297227756849,NA,NA,8.03413522641748,NA,NA
2020-06-26,Nebraska,NE,1929268,125,NA,18346,NA,6.479141311627,NA,NA,8.063754158127775,NA,NA
2020-06-25,Nebraska,NE,1929268,129,NA,18221,NA,6.686473833599064,NA,NA,7.908254766648726,NA,NA
2020-06-24,Nebraska,NE,1929268,135,NA,18092,NA,6.997472616557161,NA,NA,6.908615821426276,NA,NA
2020-06-23,Nebraska,NE,1929268,147,NA,17957,NA,7.619470182473353,NA,NA,6.893806355571129,NA,NA
2020-06-22,Nebraska,NE,1929268,103,NA,17810,NA,5.338812440780648,NA,NA,7.367709262935846,NA,NA
2020-06-21,Nebraska,NE,1929268,116,NA,17707,NA,6.0126431371898565,NA,NA,7.856421636155711,NA,NA
2020-06-20,Nebraska,NE,1929268,176,NA,17591,NA,9.122630966770817,NA,NA,8.189634617896528,NA,NA
2020-06-19,Nebraska,NE,1929268,189,NA,17415,NA,9.796461663180025,NA,NA,8.03413522641748,NA,NA
2020-06-18,Nebraska,NE,1929268,195,NA,17226,NA,10.10746044613812,NA,NA,7.95268316421417,NA,NA
2020-06-17,Nebraska,NE,1929268,180,NA,17031,NA,9.32996348874288,NA,NA,7.982302095924465,NA,NA
2020-06-16,Nebraska,NE,1929268,126,NA,16851,NA,6.530974442120016,NA,NA,8.145206220331087,NA,NA
2020-06-15,Nebraska,NE,1929268,92,NA,16725,NA,4.7686480053574725,NA,NA,8.89308424601603,NA,NA
2020-06-14,Nebraska,NE,1929268,120,NA,16633,NA,6.21997565916192,NA,NA,8.500633400854625,NA,NA
2020-06-13,Nebraska,NE,1929268,198,NA,16513,NA,10.262959837617169,NA,NA,8.137801487403513,NA,NA
2020-06-12,Nebraska,NE,1929268,290,NA,16315,NA,15.031607842974642,NA,NA,8.078563623982923,NA,NA
2020-06-11,Nebraska,NE,1929268,142,NA,16025,NA,7.360304530008273,NA,NA,8.07115889105535,NA,NA
2020-06-10,Nebraska,NE,1929268,131,NA,15883,NA,6.790140094585097,NA,NA,8.396967139868593,NA,NA
2020-06-09,Nebraska,NE,1929268,118,NA,15752,NA,6.116309398175888,NA,NA,8.87087004723331,NA,NA
2020-06-08,Nebraska,NE,1929268,91,NA,15634,NA,4.716814874864457,NA,NA,8.582085463057934,NA,NA
2020-06-07,Nebraska,NE,1929268,164,NA,15543,NA,8.500633400854625,NA,NA,9.418820283873766,NA,NA
2020-06-06,Nebraska,NE,1929268,262,NA,15379,NA,13.580280189170194,NA,NA,10.418459229096216,NA,NA
2020-06-05,Nebraska,NE,1929268,251,NA,15117,NA,13.010115753747016,NA,NA,11.351455577970503,NA,NA
2020-06-04,Nebraska,NE,1929268,255,NA,14866,NA,13.217448275719082,NA,NA,12.128952535365745,NA,NA
2020-06-03,Nebraska,NE,1929268,266,NA,14611,NA,13.787612711142256,NA,NA,12.773164300064659,NA,NA
2020-06-02,Nebraska,NE,1929268,244,NA,14345,NA,12.647283840295904,NA,NA,13.743184313576815,NA,NA
2020-06-01,Nebraska,NE,1929268,196,NA,14101,NA,10.159293576631136,NA,NA,13.99494523311432,NA,NA
2020-05-31,Nebraska,NE,1929268,251,NA,13905,NA,13.010115753747016,NA,NA,14.75022799172684,NA,NA
2020-05-30,Nebraska,NE,1929268,393,NA,13654,NA,20.37042028375529,NA,NA,14.735418525871692,NA,NA
2020-05-29,Nebraska,NE,1929268,285,NA,13261,NA,14.772442190509562,NA,NA,14.565109668537497,NA,NA
2020-05-28,Nebraska,NE,1929268,357,NA,12976,NA,18.504427586006713,NA,NA,14.187468289231237,NA,NA
2020-05-27,Nebraska,NE,1929268,264,NA,12619,NA,13.683946450156226,NA,NA,14.75022799172684,NA,NA
2020-05-26,Nebraska,NE,1929268,221,NA,12355,NA,11.455121838956536,NA,NA,13.595089655025339,NA,NA
2020-05-25,Nebraska,NE,1929268,145,NA,12134,NA,7.515803921487321,NA,NA,13.728374847721668,NA,NA
2020-05-24,Nebraska,NE,1929268,327,NA,11989,NA,16.949433671216234,NA,NA,13.128591480588197,NA,NA
2020-05-23,Nebraska,NE,1929268,237,NA,11662,NA,12.284451926844792,NA,NA,12.810187964702525,NA,NA
2020-05-22,Nebraska,NE,1929268,303,NA,11425,NA,15.705438539383849,NA,NA,13.224853008646656,NA,NA
2020-05-21,Nebraska,NE,1929268,276,NA,11122,NA,14.305944016072418,NA,NA,13.098972548877901,NA,NA
2020-05-20,Nebraska,NE,1929268,221,NA,10846,NA,11.455121838956536,NA,NA,13.994945233114322,NA,NA
2020-05-19,Nebraska,NE,1929268,277,NA,10625,NA,14.357777146565434,NA,NA,14.876108451495593,NA,NA
2020-05-18,Nebraska,NE,1929268,128,NA,10348,NA,6.634640703106049,NA,NA,15.157488302743394,NA,NA
2020-05-17,Nebraska,NE,1929268,448,65774,10220,NA,23.22124246087117,NA,NA,15.949794725993781,NA,NA
2020-05-16,Nebraska,NE,1929268,356,NA,9772,NA,18.452594455513697,NA,NA,15.201916700308837,NA,NA
2020-05-15,Nebraska,NE,1929268,341,NA,9416,NA,17.675097498118458,NA,NA,15.053822041757362,NA,NA
2020-05-14,Nebraska,NE,1929268,383,NA,9075,NA,19.85208897882513,NA,NA,14.705799594161396,NA,NA
2020-05-13,Nebraska,NE,1929268,120,NA,8692,NA,6.21997565916192,NA,NA,14.37258661242058,NA,NA
2020-05-12,Nebraska,NE,1929268,257,NA,8572,NA,13.321114536705112,NA,NA,16.48293549677909,NA,NA
2020-05-11,Nebraska,NE,1929268,81,NA,8315,NA,4.198483569934297,NA,NA,17.060504665129837,NA,NA
2020-05-10,Nebraska,NE,1929268,403,NA,8234,NA,20.888751588685448,NA,NA,16.69026801875115,NA,NA
2020-05-09,Nebraska,NE,1929268,641,NA,7831,NA,33.225036646023256,NA,NA,18.430380256730977,NA,NA
2020-05-08,Nebraska,NE,1929268,419,NA,7190,NA,21.718081676573703,NA,NA,17.808382690814785,NA,NA
2020-05-07,Nebraska,NE,1929268,333,NA,6771,NA,17.260432454174328,NA,NA,21.53296335338436,NA,NA
2020-05-06,Nebraska,NE,1929268,355,NA,6438,NA,18.40076132502068,NA,NA,22.162365652228125,NA,NA
2020-05-05,Nebraska,NE,1929268,173,NA,6083,NA,8.967131575291768,NA,NA,21.540368086311933,NA,NA
2020-05-04,Nebraska,NE,1929268,584,NA,5910,NA,30.270548207921347,NA,NA,22.117937254662685,NA,NA
2020-05-03,Nebraska,NE,1929268,488,NA,5326,NA,25.294567680591808,NA,NA,22.688101690085862,NA,NA
2020-05-02,Nebraska,NE,1929268,557,NA,4838,NA,28.87105368460991,NA,NA,20.177897227638372,NA,NA
2020-05-01,Nebraska,NE,1929268,497,NA,4281,NA,25.761065855028953,NA,NA,21.340440297267445,NA,NA
2020-04-30,Nebraska,NE,1929268,410,NA,3784,NA,21.251583502136562,NA,NA,19.207877214126217,NA,NA
2020-04-29,Nebraska,NE,1929268,16,NA,3374,NA,0.8293300878882561,NA,NA,17.89723948594567,NA,NA
2020-04-28,Nebraska,NE,1929268,330,NA,NA,NA,17.10493306269528,NA,NA,15.972008924776501,NA,NA
2020-04-27,Nebraska,NE,1929268,296,NA,NA,NA,15.342606625932737,NA,NA,14.594728600247791,NA,NA
2020-04-26,Nebraska,NE,1929268,311,NA,NA,NA,16.120103583327975,NA,NA,12.232618796351776,NA,NA
2020-04-25,Nebraska,NE,1929268,297,NA,NA,NA,15.394439756425754,NA,NA,12.662093306151052,NA,NA
2020-04-24,Nebraska,NE,1929268,311,NA,NA,NA,16.120103583327975,NA,NA,11.506954969449552,NA,NA
2020-04-23,Nebraska,NE,1929268,91,NA,NA,NA,4.716814874864457,NA,NA,10.699839080344017,NA,NA
2020-04-22,Nebraska,NE,1929268,74,NA,NA,NA,3.835651656483184,NA,NA,9.500272346077077,NA,NA
2020-04-21,Nebraska,NE,1929268,174,NA,NA,NA,9.018964705784784,NA,NA,7.8342074373729895,NA,NA
2020-04-20,Nebraska,NE,1929268,187,NA,NA,NA,9.692795402193992,NA,NA,6.375475050640968,NA,NA
2020-04-19,Nebraska,NE,1929268,149,NA,NA,NA,7.723136443459385,NA,NA,6.079285733538019,NA,NA
2020-04-18,Nebraska,NE,1929268,72,NA,NA,NA,3.7319853954971522,NA,NA,5.753477484724776,NA,NA
2020-04-17,Nebraska,NE,1929268,114,NA,NA,NA,5.908976876203824,NA,NA,4.887123732198651,NA,NA
2020-04-16,Nebraska,NE,1929268,51,NA,NA,NA,2.6434896551438163,NA,NA,3.672747532076562,NA,NA
2020-04-15,Nebraska,NE,1929268,30,NA,NA,NA,1.55499391479048,NA,NA,3.243273022277286,NA,NA
2020-04-14,Nebraska,NE,1929268,57,NA,NA,NA,2.954488438101912,NA,NA,3.1914398917842703,NA,NA
2020-04-13,Nebraska,NE,1929268,23,NA,NA,NA,1.1921620013393681,NA,NA,2.8508221771158797,NA,NA
2020-04-12,Nebraska,NE,1929268,91,NA,NA,NA,4.716814874864457,NA,NA,2.828607978333158,NA,NA
2020-04-11,Nebraska,NE,1929268,65,NA,NA,NA,3.36915348204604,NA,NA,3.139606761291254,NA,NA
2020-04-10,Nebraska,NE,1929268,68,NA,NA,NA,3.5246528735250884,NA,NA,2.998916835667354,NA,NA
2020-04-09,Nebraska,NE,1929268,48,NA,NA,NA,2.487990263664768,NA,NA,3.1692256930015494,NA,NA
2020-04-08,Nebraska,NE,1929268,72,NA,NA,NA,3.7319853954971522,NA,NA,2.806393779550437,NA,NA
2020-04-07,Nebraska,NE,1929268,38,NA,NA,NA,1.969658958734608,NA,NA,2.636084922216242,NA,NA
2020-04-06,Nebraska,NE,1929268,46,NA,NA,NA,2.3843240026787362,NA,NA,2.376919269751162,NA,NA
2020-04-05,Nebraska,NE,1929268,42,NA,NA,NA,2.1769914807066724,NA,NA,2.288062474620277,NA,NA
2020-04-04,Nebraska,NE,1929268,42,NA,NA,NA,2.1769914807066724,NA,NA,2.0363015550827708,NA,NA
2020-04-03,Nebraska,NE,1929268,33,NA,NA,NA,1.7104933062695282,NA,NA,1.95484949287946,NA,NA
2020-04-02,Nebraska,NE,1929268,36,NA,NA,NA,1.8659926977485761,NA,NA,1.8882068965312964,NA,NA
2020-04-01,Nebraska,NE,1929268,38,NA,NA,NA,1.969658958734608,NA,NA,1.666064908704085,NA,NA
2020-03-31,Nebraska,NE,1929268,27,NA,NA,NA,1.3994945233114322,NA,NA,1.4365181879492999,NA,NA
2020-03-30,Nebraska,NE,1929268,37,NA,NA,NA,1.917825828241592,NA,NA,1.2810187964702517,NA,NA
2020-03-29,Nebraska,NE,1929268,12,NA,NA,NA,0.621997565916192,NA,NA,1.1033052062084827,NA,NA
2020-03-28,Nebraska,NE,1929268,11,NA,NA,NA,0.5701644354231761,NA,NA,0.888567951308845,NA,NA
2020-03-27,Nebraska,NE,1929268,12,NA,NA,NA,0.621997565916192,NA,NA,0.7034496281195021,NA,NA
2020-03-26,Nebraska,NE,1929268,12,NA,NA,NA,0.621997565916192,NA,NA,0.44428397565442207,NA,NA
2020-03-25,Nebraska,NE,1929268,9,NA,NA,NA,0.46649817443714403,NA,NA,0.42947450979927465,NA,NA
2020-03-24,Nebraska,NE,1929268,2,NA,NA,NA,0.10366626098603202,NA,NA,0.39245084516140605,NA,NA
2020-03-23,Nebraska,NE,1929268,2,NA,NA,NA,0.10366626098603202,NA,NA,0.3406177146683901,NA,NA
2020-03-22,Nebraska,NE,1929268,10,NA,NA,NA,0.5183313049301601,NA,NA,0.27397511832022664,NA,NA
2020-03-21,Nebraska,NE,1929268,6,NA,NA,NA,0.310998782958096,NA,NA,0.22954672075478433,NA,NA
2020-03-20,Nebraska,NE,1929268,5,NA,NA,NA,0.25916565246508005,NA,NA,0.23695145368235807,NA,NA
2020-03-19,Nebraska,NE,1929268,3,NA,NA,NA,0.155499391479048,NA,NA,0.22954672075478433,NA,NA
2020-03-18,Nebraska,NE,1929268,3,NA,NA,NA,0.155499391479048,NA,NA,0.17771359026176833,NA,NA
2020-03-17,Nebraska,NE,1929268,3,NA,NA,NA,0.155499391479048,NA,NA,0.14068992562389976,NA,NA
2020-03-16,Nebraska,NE,1929268,1,NA,NA,NA,0.05183313049301601,NA,NA,0.1258804597687523,NA,NA
